1 1 14.585786437626904 14.585786437626904 14.585786437626904 14.585786437626904 14.585786437626904
11 8 14.626948644589643 14.593620166311275 14.585786437626904 14.566129669815506 14.626179348374247
21 15 14.68197177886152 14.600438356656067 14.591470716018318 14.556828454492424 14.65401229655046
31 21 14.68197177886152 14.603173891823623 14.597003177513963 14.561372859209119 14.642029661274293
41 25 14.68197177886152 14.597785085702348 14.593887735652245 14.555652735421745 14.641997505246781
51 28 14.68197177886152 14.597435736998142 14.595136325860292 14.548200851885445 14.645234949339528
61 30 14.68197177886152 14.598024715681253 14.59669404679115 14.531458329833757 14.646931157977662
71 32 14.72479048729394 14.60594764400416 14.600737021647117 14.558155289578721 14.662715781012974
81 33 14.72479048729394 14.606152486857289 14.600737021647117 14.55565942922016 14.660965235754016
91 34 14.72479048729394 14.608771785009726 14.60231643585332 14.55637360796878 14.659214690495057
101 34 14.72479048729394 14.615034572672219 14.60681867474997 14.572512509368767 14.682615427149027
111 34 14.72479048729394 14.623074822836436 14.612863055853047 14.582555095798782 14.688339545665531
121 34 14.72479048729394 14.624871794509163 14.623962679195564 14.582555095798782 14.688339545665531
131 35 14.72479048729394 14.62486833339184 14.624750655402801 14.582866196819328 14.687692578280267
141 36 14.72479048729394 14.6240619566939 14.624750655402801 14.57817538558203 14.687045610895002
151 36 14.72479048729394 14.625385465385559 14.624750655402801 14.583177297839875 14.687045610895002
161 36 14.72479048729394 14.625778914605377 14.624750655402801 14.583177297839875 14.687045610895002
171 36 14.72479048729394 14.630369704415282 14.624750655402801 14.587430509133577 14.697741346616645
181 36 14.72479048729394 14.63403056332781 14.624889218237904 14.587430509133577 14.70673388790701
191 36 14.72479048729394 14.635401013375242 14.624889218237904 14.587430509133577 14.70673388790701
201 36 14.72479048729394 14.637947949267321 14.624889218237904 14.587430509133577 14.70673388790701
211 36 14.72479048729394 14.638240198400386 14.624889218237904 14.587430509133577 14.70673388790701
221 36 14.72479048729394 14.644062203053721 14.63938429499937 14.59068547314638 14.70673388790701
231 36 14.72479048729394 14.645066794955694 14.63938429499937 14.59068547314638 14.72479048729394
241 36 14.72479048729394 14.648536392569108 14.644381859959893 14.593283480743764 14.72479048729394
251 36 14.72479048729394 14.653451710165617 14.650362403527415 14.593283480743764 14.72479048729394
261 36 14.72479048729394 14.653451710165617 14.650362403527415 14.593283480743764 14.72479048729394
271 36 14.72479048729394 14.653675014267138 14.650362403527415 14.59417061230245 14.72479048729394
281 36 14.72479048729394 14.653675014267138 14.650362403527415 14.59417061230245 14.72479048729394
291 36 14.72479048729394 14.654668477310196 14.650362403527415 14.59417061230245 14.72479048729394
301 36 14.72479048729394 14.655351161980674 14.650362403527415 14.596224317048534 14.72479048729394
311 36 14.72479048729394 14.658179850126787 14.662837375235366 14.596224317048534 14.72479048729394
321 36 14.72479048729394 14.661090225598599 14.669042555363662 14.598883042133275 14.72479048729394
331 36 14.72479048729394 14.661159725782202 14.669042555363662 14.598883042133275 14.72479048729394
341 36 14.72479048729394 14.663600026962984 14.672105987435854 14.598883042133275 14.72479048729394
351 36 14.72479048729394 14.66463709748921 14.672105987435854 14.598883042133275 14.72479048729394
