-0.6881160261609522 -0.6857012668333852 -0.6905307854885194 0.3 1 
-0.7039995252777214 -0.7121074508257212 -0.6958915997297216 0.7 1 
-0.8234488320940052 -0.8528031793081153 -0.7940944848798951 1.3 1 
-0.6652900811410312 -0.672114706467003 -0.6584654558150593 0.3 2 
-0.6973596863917414 -0.7071562017140176 -0.6875631710694652 0.7 2 
-0.8092262597798106 -0.8538417373502832 -0.764610782209338 1.3 2 
-0.6264187308386369 -0.6539386195356222 -0.5988988421416517 0.3 3 
-0.6884317046195724 -0.706586649852149 -0.6702767593869957 0.7 3 
-0.801137097135795 -0.8376634120622518 -0.764610782209338 1.3 3 
-0.5956806980879792 -0.6164461824646484 -0.5749152137113098 0.3 4 
-0.6367571735693964 -0.6725987533922165 -0.6009155937465764 0.7 4 
-0.7677222815744027 -0.7708337809394675 -0.764610782209338 1.3 4 
-0.5556885997353815 -0.5568647136806925 -0.5545124857900706 0.3 5 
-0.5893066953525414 -0.5778583309602672 -0.6007550597448157 0.7 5 
-0.746214255403529 -0.7278177285977201 -0.764610782209338 1.3 5 
-0.5495757796077223 -0.5514810550170847 -0.54767050419836 0.3 6 
-0.551345778974194 -0.5189135366926858 -0.5837780212557021 0.7 6 
-0.7235206417530275 -0.6824305012967172 -0.764610782209338 1.3 6 
-0.5270668497378572 -0.5217677858752341 -0.5323659136004805 0.3 7 
-0.5272448112920394 -0.5164797102706825 -0.5380099123133961 0.7 7 
-0.668060358697083 -0.571509935184828 -0.764610782209338 1.3 7 
-0.47143994350206386 -0.4502126390090381 -0.4926672479950897 0.3 8 
-0.491311149547232 -0.51322817488923 -0.46939412420523396 0.7 8 
-0.6537388733792248 -0.5428669645491115 -0.764610782209338 1.3 8 
-0.47046223594013004 -0.4467442565614405 -0.4941802153188196 0.3 9 
-0.48441282800779406 -0.512238711629033 -0.45658694438655517 0.7 9 
-0.6499491526103103 -0.5428669645491115 -0.757031340671509 1.3 9 
-0.46989787084724766 -0.44989320077960676 -0.4899025409148886 0.3 10 
-0.44756981213812636 -0.4492368298669936 -0.4459027944092591 0.7 10 
-0.6181076656496368 -0.47918399062776457 -0.757031340671509 1.3 10 
-0.44442074014342625 -0.4318187500622341 -0.4570227302246184 0.3 11 
-0.44112053018718633 -0.43633826596511355 -0.4459027944092591 0.7 11 
-0.6041208953435209 -0.4512527512369118 -0.75698903945013 1.3 11 
-0.4388377239692365 -0.42505722923612965 -0.45261821870234337 0.3 12 
-0.43348521833451703 -0.4210676422597749 -0.4459027944092591 0.7 12 
-0.5881329652243622 -0.4551543797279063 -0.7211115507208181 1.3 12 
-0.43772675971486846 -0.4248492370942882 -0.45060428233544875 0.3 13 
-0.4306551330655183 -0.41540747172177744 -0.4459027944092591 0.7 13 
